customer_number,duka_latitude,duka_longitude,cluster,territory,warehouse_latitude,warehouse_longitude
ID_014396,-1.2622019,36.8656723,0,Athi River,-1.4275556,36.9704444
ID_164314,-1.2974779,36.7512961,15,Ruai,-1.2285389,36.9890257
ID_163094,-1.3907051,36.9452949,17,Thika Rd,-1.2420833,36.8763611
ID_007078,-4.0970502,39.6446373,1,Eastlands,-1.3241389,36.867
ID_177237,-4.0045506,39.7110141,1,Eastlands,-1.3241389,36.867
ID_143237,-1.1541525,36.9220452,0,Athi River,-1.4275556,36.9704444
ID_075551,0.53353,35.242345,2,Eldoret,0.5201846,35.2563265
ID_174433,-3.9983189,39.5961486,1,Eastlands,-1.3241389,36.867
ID_050464,-0.3282441,35.9414695,5,Karatina,-0.4731389,37.1262222
ID_184953,-1.273293691,36.91234991,0,Athi River,-1.4275556,36.9704444
ID_187384,-1.1411028,37.0125955,11,Meru,-1.2770781,36.8146693
ID_117244,-1.1512291,36.9654303,0,Athi River,-1.4275556,36.9704444
ID_018739,-4.0931033,39.6617283,1,Eastlands,-1.3241389,36.867
ID_125020,0.5336934,35.2460014,2,Eldoret,0.5201846,35.2563265
ID_048694,-0.8847613,37.1599698,11,Meru,-1.2770781,36.8146693
ID_151942,0.4744072,35.2589168,2,Eldoret,0.5201846,35.2563265
ID_168642,-1.4846344,36.9587094,17,Thika Rd,-1.2420833,36.8763611
ID_003588,-1.1009647,37.0083903,11,Meru,-1.2770781,36.8146693
ID_081672,-1.1219315,37.0090865,11,Meru,-1.2770781,36.8146693
ID_078109,-1.291453797,36.8464274,0,Athi River,-1.4275556,36.9704444
ID_111052,-1.1584456,36.6402599,15,Ruai,-1.2285389,36.9890257
ID_068911,-1.31135,36.7837917,15,Ruai,-1.2285389,36.9890257
ID_072972,0.4854475,35.2610276,2,Eldoret,0.5201846,35.2563265
ID_119867,-0.2307178,37.6285562,13,Nakuru,-0.2829722,36.1188889
ID_188875,-1.0695459,37.057643,11,Meru,-1.2770781,36.8146693
ID_175414,-1.1342567,37.00578,11,Meru,-1.2770781,36.8146693
ID_151311,-3.3909073,37.7328562,6,Kawangware,-1.28875,36.7517778
ID_000360,-0.0582932,34.7852216,10,Majengo Mombasa,-4.0519167,39.6583611
ID_084610,0.6008694,35.1554304,14,Ongata Rongai,-1.3989167,36.7250278
ID_101204,-1.3214018,36.895327,0,Athi River,-1.4275556,36.9704444
ID_141981,-4.0428333,39.6864473,1,Eastlands,-1.3241389,36.867
ID_093719,-1.1581944,36.6399129,15,Ruai,-1.2285389,36.9890257
ID_150034,-1.1564753,36.9468859,0,Athi River,-1.4275556,36.9704444
ID_173485,-4.1860933,39.5641283,1,Eastlands,-1.3241389,36.867
ID_147435,-1.1533413,36.9699044,0,Athi River,-1.4275556,36.9704444
ID_185177,-0.9110338,34.79657,4,Juja,-1.1081111,37.0138611
ID_137989,0.5599895,35.3123984,2,Eldoret,0.5201846,35.2563265
ID_063767,-1.3907759,36.9417151,17,Thika Rd,-1.2420833,36.8763611
ID_081115,-1.2736286,36.6793739,15,Ruai,-1.2285389,36.9890257
ID_011223,-1.4159561,36.7994302,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_136393,-1.3442496,36.666592,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_031411,-1.2330412,36.9182961,0,Athi River,-1.4275556,36.9704444
ID_024131,-1.3736468,36.7231842,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_086310,-0.0395213,34.7875917,10,Majengo Mombasa,-4.0519167,39.6583611
ID_090813,-1.2347017,36.9176583,0,Athi River,-1.4275556,36.9704444
ID_013774,0.4741306,35.2565697,2,Eldoret,0.5201846,35.2563265
ID_107152,-0.3044591,36.0684257,5,Karatina,-0.4731389,37.1262222
ID_034265,-1.3959449,36.7437324,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_196070,-0.3667673,35.9434749,5,Karatina,-0.4731389,37.1262222
ID_185467,0.3426438,37.5804369,8,Kisii,-0.6713333,34.7678889
ID_013284,-1.1730943,36.9267272,0,Athi River,-1.4275556,36.9704444
ID_190581,-1.2840348,37.0479987,0,Athi River,-1.4275556,36.9704444
ID_019977,-1.146685,36.9900768,11,Meru,-1.2770781,36.8146693
ID_108388,-0.960741,37.113501,11,Meru,-1.2770781,36.8146693
ID_177465,0.2774958,37.8893663,8,Kisii,-0.6713333,34.7678889
ID_079396,-0.0907315,34.7766685,10,Majengo Mombasa,-4.0519167,39.6583611
ID_083457,-0.0802344,37.6019332,8,Kisii,-0.6713333,34.7678889
ID_173618,-1.2349119,36.9322956,0,Athi River,-1.4275556,36.9704444
ID_109049,-1.2343319,36.8854573,0,Athi River,-1.4275556,36.9704444
ID_055147,-1.3015137,36.740651,15,Ruai,-1.2285389,36.9890257
ID_191591,-1.3354018,36.9884471,17,Thika Rd,-1.2420833,36.8763611
ID_057846,-1.0455972,37.0377051,11,Meru,-1.2770781,36.8146693
ID_133044,-3.3545559,40.0111137,9,Kisumu1,-0.0879444,34.7596667
ID_017421,-1.2293951,36.877407,0,Athi River,-1.4275556,36.9704444
ID_113944,0.1153537,37.5765959,8,Kisii,-0.6713333,34.7678889
ID_024530,-1.3157204,36.9138458,0,Athi River,-1.4275556,36.9704444
ID_149626,-1.2777373,36.9178517,0,Athi River,-1.4275556,36.9704444
ID_161224,0.5913958,35.3086344,2,Eldoret,0.5201846,35.2563265
ID_060276,-0.1350367,34.7955432,10,Majengo Mombasa,-4.0519167,39.6583611
ID_172914,-3.6327811,39.8518876,9,Kisumu1,-0.0879444,34.7596667
ID_168276,0.6033661,35.1576433,14,Ongata Rongai,-1.3989167,36.7250278
ID_010421,-1.1292942,36.8148888,15,Ruai,-1.2285389,36.9890257
ID_103197,-1.291397293,36.84639728,0,Athi River,-1.4275556,36.9704444
ID_141166,-0.2740601,36.0116747,5,Karatina,-0.4731389,37.1262222
ID_100441,-0.9629507,36.9996004,11,Meru,-1.2770781,36.8146693
ID_079040,-0.5012618,37.4649717,13,Nakuru,-0.2829722,36.1188889
ID_055465,-3.9968574,39.7045334,1,Eastlands,-1.3241389,36.867
ID_180170,-4.0213483,39.6795712,1,Eastlands,-1.3241389,36.867
ID_045237,-1.0897686,37.0230914,11,Meru,-1.2770781,36.8146693
ID_077392,-1.2888363,36.7440692,15,Ruai,-1.2285389,36.9890257
ID_047258,-1.2056002,36.8737703,0,Athi River,-1.4275556,36.9704444
ID_015080,-0.3804408,37.0828659,3,Embu,-0.54203,37.4542503
ID_050175,-4.0070178,39.6901295,1,Eastlands,-1.3241389,36.867
ID_098698,-1.2747788,36.9146651,0,Athi River,-1.4275556,36.9704444
ID_022312,-0.0737895,34.7394157,10,Majengo Mombasa,-4.0519167,39.6583611
ID_075584,-1.1419581,37.0133604,11,Meru,-1.2770781,36.8146693
ID_180594,-1.041238,37.054614,11,Meru,-1.2770781,36.8146693
ID_168010,-1.4666884,36.9489011,17,Thika Rd,-1.2420833,36.8763611
ID_164115,-0.6647873,34.8442325,4,Juja,-1.1081111,37.0138611
ID_010134,-3.3916765,38.5620785,7,Kiambu,-1.2284444,36.6881944
ID_012520,-1.1983477,36.923003,0,Athi River,-1.4275556,36.9704444
ID_081992,-0.125967,34.7557959,10,Majengo Mombasa,-4.0519167,39.6583611
ID_119116,-1.2176307,36.8248591,0,Athi River,-1.4275556,36.9704444
ID_036100,-1.2498231,36.874694,0,Athi River,-1.4275556,36.9704444
ID_082428,-1.395579,36.9505805,17,Thika Rd,-1.2420833,36.8763611
ID_068166,-1.286438,36.834659,0,Athi River,-1.4275556,36.9704444
ID_185114,-1.2586417,36.7039782,15,Ruai,-1.2285389,36.9890257
ID_116135,-0.4806318,37.1253567,3,Embu,-0.54203,37.4542503
ID_184720,-1.1604556,36.9969396,11,Meru,-1.2770781,36.8146693
ID_140646,0.5321649,35.2443726,2,Eldoret,0.5201846,35.2563265
ID_086896,-1.1223176,37.0046348,11,Meru,-1.2770781,36.8146693
ID_073856,-1.2163163,36.9232516,0,Athi River,-1.4275556,36.9704444
ID_097194,-1.2883553,36.7527086,15,Ruai,-1.2285389,36.9890257
ID_011513,0.4433643,35.2345768,2,Eldoret,0.5201846,35.2563265
ID_199795,-1.2875816,36.7464268,15,Ruai,-1.2285389,36.9890257
ID_010033,-1.4035393,36.7588033,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_029399,-0.5299257,37.1822369,18,Voi,-3.39025,38.57225
ID_005071,-0.4947764,37.2733371,18,Voi,-3.39025,38.57225
ID_046974,-0.3164513,36.0574249,5,Karatina,-0.4731389,37.1262222
ID_190949,-1.3972792,36.764985,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_101864,-1.3753238,36.9342467,17,Thika Rd,-1.2420833,36.8763611
ID_156947,-1.258593,36.8547963,0,Athi River,-1.4275556,36.9704444
ID_107642,-1.2475808,36.6820706,15,Ruai,-1.2285389,36.9890257
ID_141670,-1.3973,36.7655443,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_081609,-0.246685,37.0730819,3,Embu,-0.54203,37.4542503
ID_184765,-1.290713295,36.72806002,15,Ruai,-1.2285389,36.9890257
ID_035274,-1.104828,37.01747131,11,Meru,-1.2770781,36.8146693
ID_089856,-1.2649199,36.881362,0,Athi River,-1.4275556,36.9704444
ID_089856,-1.266357213,36.8820701,0,Athi River,-1.4275556,36.9704444
ID_084304,-0.9359597,37.1216665,11,Meru,-1.2770781,36.8146693
ID_177024,-0.550482,36.939832,3,Embu,-0.54203,37.4542503
ID_193413,-3.227694,40.1057464,9,Kisumu1,-0.0879444,34.7596667
ID_058580,-1.0898459,37.0690499,11,Meru,-1.2770781,36.8146693
ID_060361,-0.2923883,36.043089,5,Karatina,-0.4731389,37.1262222
ID_070619,-1.3920284,36.7534395,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_116891,-1.3926052,36.94171,17,Thika Rd,-1.2420833,36.8763611
ID_096430,-0.3760823,35.9453343,5,Karatina,-0.4731389,37.1262222
ID_131062,0.2301733,37.94863,8,Kisii,-0.6713333,34.7678889
ID_177150,-1.3904403,36.7667657,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_041417,-1.1847856,36.9036845,0,Athi River,-1.4275556,36.9704444
ID_041417,-1.169339336,36.92359722,0,Athi River,-1.4275556,36.9704444
ID_119617,-1.2932566,36.7413747,15,Ruai,-1.2285389,36.9890257
ID_130743,-1.3125683,36.8436564,0,Athi River,-1.4275556,36.9704444
ID_153344,-0.5297599,37.4593024,13,Nakuru,-0.2829722,36.1188889
ID_163024,-1.2505069,36.8765726,0,Athi River,-1.4275556,36.9704444
ID_101374,-4.0851616,39.65355,1,Eastlands,-1.3241389,36.867
ID_086991,-3.86007,39.4779825,1,Eastlands,-1.3241389,36.867
ID_046970,-1.2551586,36.8867382,0,Athi River,-1.4275556,36.9704444
ID_119516,-1.248125,36.6641417,15,Ruai,-1.2285389,36.9890257
ID_067766,-1.321316361,36.89430237,0,Athi River,-1.4275556,36.9704444
ID_114773,-0.3588279,37.0010779,3,Embu,-0.54203,37.4542503
ID_175156,-0.6757279,37.3571787,18,Voi,-3.39025,38.57225
ID_024807,-1.321316361,36.89430237,0,Athi River,-1.4275556,36.9704444
ID_184018,-4.0360983,39.620865,1,Eastlands,-1.3241389,36.867
ID_015657,-1.536309833,37.1793809,16,Ruiru,-1.2286944,36.9891111
ID_002004,-0.4958937,37.4580419,13,Nakuru,-0.2829722,36.1188889
ID_186589,0.5465384,35.2411529,2,Eldoret,0.5201846,35.2563265
ID_138829,0.4736588,35.252789,2,Eldoret,0.5201846,35.2563265
ID_101110,-1.3246327,36.8708368,0,Athi River,-1.4275556,36.9704444
ID_046861,-1.1323448,36.8145226,15,Ruai,-1.2285389,36.9890257
ID_160834,-1.3899102,36.7652919,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_133292,-0.6017952,36.9574728,3,Embu,-0.54203,37.4542503
ID_001731,-1.2888049,36.9763665,0,Athi River,-1.4275556,36.9704444
ID_053353,-1.3057015,36.7884405,15,Ruai,-1.2285389,36.9890257
ID_197535,-0.1252073,35.938756,5,Karatina,-0.4731389,37.1262222
ID_051635,-3.9830933,39.70753,1,Eastlands,-1.3241389,36.867
ID_199961,-1.2542911,36.6916618,15,Ruai,-1.2285389,36.9890257
ID_109713,-1.5313079,37.1304057,16,Ruiru,-1.2286944,36.9891111
ID_013019,-1.390011,36.7637366,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_103576,-1.2109072,36.8946694,0,Athi River,-1.4275556,36.9704444
ID_126215,-4.0234049,39.7025997,1,Eastlands,-1.3241389,36.867
ID_094784,-0.1251002,35.9395263,5,Karatina,-0.4731389,37.1262222
ID_186035,-1.0685308,37.0551731,11,Meru,-1.2770781,36.8146693
ID_058681,-0.4175852,37.1571949,3,Embu,-0.54203,37.4542503
ID_130939,-1.2926279,36.889384,0,Athi River,-1.4275556,36.9704444
ID_092534,-1.0666309,37.0533638,11,Meru,-1.2770781,36.8146693
ID_127893,-1.3019407,36.8895244,0,Athi River,-1.4275556,36.9704444
ID_004424,0.4917532,35.2988593,2,Eldoret,0.5201846,35.2563265
ID_037725,-1.4749565,36.960694,17,Thika Rd,-1.2420833,36.8763611
ID_032287,-0.4513921,37.1240164,3,Embu,-0.54203,37.4542503
ID_112299,-3.3411736,40.0127738,9,Kisumu1,-0.0879444,34.7596667
ID_072652,-1.3179608,36.8908841,0,Athi River,-1.4275556,36.9704444
ID_103567,-4.0900663,39.6423051,1,Eastlands,-1.3241389,36.867
ID_088364,-1.2884463,36.7528257,15,Ruai,-1.2285389,36.9890257
ID_005011,-1.05643,36.7764907,15,Ruai,-1.2285389,36.9890257
ID_046996,-1.4605927,37.4365067,16,Ruiru,-1.2286944,36.9891111
ID_177370,-1.1597455,36.6376008,15,Ruai,-1.2285389,36.9890257
ID_166507,-1.1449928,36.9709208,11,Meru,-1.2770781,36.8146693
ID_120827,-4.0560511,39.670888,1,Eastlands,-1.3241389,36.867
ID_184828,-0.0223873,37.5843032,8,Kisii,-0.6713333,34.7678889
ID_198350,-1.0707418,37.0921782,11,Meru,-1.2770781,36.8146693
ID_033735,-1.26695,37.3196684,16,Ruiru,-1.2286944,36.9891111
ID_095562,-0.0703893,34.782792,10,Majengo Mombasa,-4.0519167,39.6583611
ID_164695,-1.3001517,36.9934917,0,Athi River,-1.4275556,36.9704444
ID_161799,-0.9379034,37.1243842,11,Meru,-1.2770781,36.8146693
ID_127668,-3.218395,40.1051061,9,Kisumu1,-0.0879444,34.7596667
ID_116956,-3.2197749,40.1095584,9,Kisumu1,-0.0879444,34.7596667
ID_083482,-1.318362,36.8745136,0,Athi River,-1.4275556,36.9704444
ID_111130,0.7372052,35.1541119,14,Ongata Rongai,-1.3989167,36.7250278
ID_117572,-1.3035364,36.9067803,0,Athi River,-1.4275556,36.9704444
ID_121488,-1.3156616,36.8047547,15,Ruai,-1.2285389,36.9890257
ID_102859,-1.2250751,36.9196743,0,Athi River,-1.4275556,36.9704444
ID_050746,-1.1626946,36.9550213,0,Athi River,-1.4275556,36.9704444
ID_122714,-1.2702463,36.9984858,0,Athi River,-1.4275556,36.9704444
ID_056780,-1.4266306,36.6919347,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_175898,-1.1876621,36.6475645,15,Ruai,-1.2285389,36.9890257
ID_088807,-0.154929,37.6754367,8,Kisii,-0.6713333,34.7678889
ID_042342,-0.4621427,36.9458782,3,Embu,-0.54203,37.4542503
ID_183308,-1.0104398,34.8781314,4,Juja,-1.1081111,37.0138611
ID_067464,-0.3040233,36.0604641,5,Karatina,-0.4731389,37.1262222
ID_170258,-1.0754266,37.1008932,11,Meru,-1.2770781,36.8146693
ID_140896,-1.4982297,37.2642723,16,Ruiru,-1.2286944,36.9891111
ID_014988,-1.3964556,36.9521319,17,Thika Rd,-1.2420833,36.8763611
ID_126494,0.8763355,35.1208791,14,Ongata Rongai,-1.3989167,36.7250278
ID_046012,-0.6759267,34.78031,4,Juja,-1.1081111,37.0138611
ID_062634,-1.1537059,36.8103908,15,Ruai,-1.2285389,36.9890257
ID_030245,0.5068127,35.2576258,2,Eldoret,0.5201846,35.2563265
ID_092514,-1.3968643,36.9445644,17,Thika Rd,-1.2420833,36.8763611
ID_173034,-1.255457,36.9379679,0,Athi River,-1.4275556,36.9704444
ID_133406,-4.0493794,39.6705661,1,Eastlands,-1.3241389,36.867
ID_054857,-1.239581,36.8965821,0,Athi River,-1.4275556,36.9704444
ID_013041,-1.2832665,36.7513003,15,Ruai,-1.2285389,36.9890257
ID_125629,-0.0995277,34.7662251,10,Majengo Mombasa,-4.0519167,39.6583611
ID_066746,-1.2144548,36.9331134,0,Athi River,-1.4275556,36.9704444
ID_076103,-1.4269678,36.9685732,17,Thika Rd,-1.2420833,36.8763611
ID_041597,-1.0605258,37.1065561,11,Meru,-1.2770781,36.8146693
ID_183434,-0.5106778,36.9401679,3,Embu,-0.54203,37.4542503
ID_138426,-1.2804044,36.6520637,15,Ruai,-1.2285389,36.9890257
ID_142324,-1.2939286,36.8744718,0,Athi River,-1.4275556,36.9704444
ID_110713,-1.1964341,36.9241667,0,Athi River,-1.4275556,36.9704444
ID_161106,-1.3071207,36.8265413,0,Athi River,-1.4275556,36.9704444
ID_121612,-1.2109799,36.7147632,15,Ruai,-1.2285389,36.9890257
ID_008154,-1.2355521,36.9184259,0,Athi River,-1.4275556,36.9704444
ID_165550,-1.4589558,37.4346553,16,Ruiru,-1.2286944,36.9891111
ID_190478,-0.1343223,34.7962673,10,Majengo Mombasa,-4.0519167,39.6583611
ID_126708,-1.286508,36.6861218,15,Ruai,-1.2285389,36.9890257
ID_037277,-0.9299132,37.1514866,11,Meru,-1.2770781,36.8146693
ID_102729,-1.2506131,36.6885136,15,Ruai,-1.2285389,36.9890257
ID_187972,-1.2942349,36.7442399,15,Ruai,-1.2285389,36.9890257
ID_055198,-4.0975325,39.6468165,1,Eastlands,-1.3241389,36.867
ID_104681,-4.0301458,39.6798214,1,Eastlands,-1.3241389,36.867
ID_023987,-1.422764659,36.69581223,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_147605,-1.1701063,37.0811153,11,Meru,-1.2770781,36.8146693
ID_136164,-1.2105545,36.7147829,15,Ruai,-1.2285389,36.9890257
ID_100596,-1.2401739,36.8953214,0,Athi River,-1.4275556,36.9704444
ID_051815,0.4751936,35.2574679,2,Eldoret,0.5201846,35.2563265
ID_156845,-0.5222827,37.2650358,18,Voi,-3.39025,38.57225
ID_020189,-0.2826874,36.1258524,5,Karatina,-0.4731389,37.1262222
ID_092602,-1.4589462,36.9859496,17,Thika Rd,-1.2420833,36.8763611
ID_092945,-1.364734769,36.65781021,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_153585,-1.269111,36.7602509,15,Ruai,-1.2285389,36.9890257
ID_108738,-1.2126365,36.9215385,0,Athi River,-1.4275556,36.9704444
ID_012367,0.674954241,35.15510235,14,Ongata Rongai,-1.3989167,36.7250278
ID_178516,-0.5559729,36.9451496,3,Embu,-0.54203,37.4542503
ID_179422,-0.3019716,36.0516874,5,Karatina,-0.4731389,37.1262222
ID_049621,0.44312,35.303695,2,Eldoret,0.5201846,35.2563265
ID_166006,-1.2145809,36.7113916,15,Ruai,-1.2285389,36.9890257
ID_005480,-1.311705889,36.87474869,0,Athi River,-1.4275556,36.9704444
ID_188280,-0.5530833,37.2395221,18,Voi,-3.39025,38.57225
ID_105914,-0.5789592,37.6382919,13,Nakuru,-0.2829722,36.1188889
ID_004802,-1.3199125,36.8877467,0,Athi River,-1.4275556,36.9704444
ID_078419,-1.3201581,36.7743324,15,Ruai,-1.2285389,36.9890257
ID_089979,-1.1528567,37.0303304,11,Meru,-1.2770781,36.8146693
ID_085904,-1.4578653,36.9643497,17,Thika Rd,-1.2420833,36.8763611
ID_002863,-1.427045465,36.68589401,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_071508,-1.4347602,36.6898233,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_013734,-1.1534644,36.8088377,15,Ruai,-1.2285389,36.9890257
ID_144644,-0.8018557,34.8056634,4,Juja,-1.1081111,37.0138611
ID_177934,-0.2959817,36.0475833,5,Karatina,-0.4731389,37.1262222
ID_128071,-0.4221408,36.9543026,3,Embu,-0.54203,37.4542503
ID_107718,-0.478697,37.1782143,18,Voi,-3.39025,38.57225
ID_138660,-0.6192666,34.7556066,4,Juja,-1.1081111,37.0138611
ID_036526,-1.3104497,36.8874105,0,Athi River,-1.4275556,36.9704444
ID_069576,-3.9710507,39.7297011,1,Eastlands,-1.3241389,36.867
ID_122860,-1.3225337,36.8851495,0,Athi River,-1.4275556,36.9704444
ID_120891,-1.2827113,36.7615812,15,Ruai,-1.2285389,36.9890257
ID_179170,-3.8136907,39.6300466,1,Eastlands,-1.3241389,36.867
ID_133270,0.4849725,35.2596545,2,Eldoret,0.5201846,35.2563265
ID_189039,-4.0070166,39.6219586,1,Eastlands,-1.3241389,36.867
ID_175354,-1.4748627,36.9602234,17,Thika Rd,-1.2420833,36.8763611
ID_122493,0.2300591,37.941224,8,Kisii,-0.6713333,34.7678889
ID_170303,-0.806,34.7256583,4,Juja,-1.1081111,37.0138611
ID_115287,-1.1207028,37.0112309,11,Meru,-1.2770781,36.8146693
ID_118275,-0.4253963,36.9548919,3,Embu,-0.54203,37.4542503
ID_196064,-1.3533281,36.6594823,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_030235,-1.291363401,36.8464206,0,Athi River,-1.4275556,36.9704444
ID_134534,-1.172285,36.9272183,0,Athi River,-1.4275556,36.9704444
ID_016084,-1.07743,36.9948297,11,Meru,-1.2770781,36.8146693
ID_149485,-1.2243039,36.9241973,0,Athi River,-1.4275556,36.9704444
ID_032310,-0.6385765,37.5486673,13,Nakuru,-0.2829722,36.1188889
ID_071938,-0.2863342,36.0747654,5,Karatina,-0.4731389,37.1262222
ID_007395,-0.5411911,37.46963,13,Nakuru,-0.2829722,36.1188889
ID_162267,-1.2482787,36.9528225,0,Athi River,-1.4275556,36.9704444
ID_162267,-1.2478681,36.9529361,0,Athi River,-1.4275556,36.9704444
ID_090185,-4.0280297,39.63338,1,Eastlands,-1.3241389,36.867
ID_156618,-1.291320173,36.84636225,0,Athi River,-1.4275556,36.9704444
ID_020203,-1.1717877,36.8415915,0,Athi River,-1.4275556,36.9704444
ID_038252,-1.2094368,36.9357449,0,Athi River,-1.4275556,36.9704444
ID_190518,-1.1645912,37.0855052,11,Meru,-1.2770781,36.8146693
ID_120543,-0.0047566,37.5916064,8,Kisii,-0.6713333,34.7678889
ID_157047,-1.0361141,37.0788376,11,Meru,-1.2770781,36.8146693
ID_198854,-1.2249172,36.7825223,15,Ruai,-1.2285389,36.9890257
ID_094953,-0.0132485,37.7298665,8,Kisii,-0.6713333,34.7678889
ID_150881,-0.9612454,36.9916249,11,Meru,-1.2770781,36.8146693
ID_149334,-1.254856706,36.92705917,0,Athi River,-1.4275556,36.9704444
ID_069215,-1.3988428,36.7250788,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_161077,-3.3933231,38.5635753,7,Kiambu,-1.2284444,36.6881944
ID_078065,-0.0758006,34.7848413,10,Majengo Mombasa,-4.0519167,39.6583611
ID_048963,-1.2305047,36.9208753,0,Athi River,-1.4275556,36.9704444
ID_164403,0.5862481,35.3094124,2,Eldoret,0.5201846,35.2563265
ID_110652,-1.288643154,36.71807952,15,Ruai,-1.2285389,36.9890257
ID_022114,-0.696288,34.7719728,4,Juja,-1.1081111,37.0138611
ID_031591,-1.2306582,36.9203336,0,Athi River,-1.4275556,36.9704444
ID_109640,-0.4994867,37.2770654,18,Voi,-3.39025,38.57225
ID_044726,-0.1183765,37.7905203,8,Kisii,-0.6713333,34.7678889
ID_143302,-1.2902716,36.725148,15,Ruai,-1.2285389,36.9890257
ID_174667,0.0610544,37.644726,8,Kisii,-0.6713333,34.7678889
ID_174968,-1.2232264,36.9237051,0,Athi River,-1.4275556,36.9704444
ID_133043,0.6679124,35.1620405,14,Ongata Rongai,-1.3989167,36.7250278
ID_163172,-0.3218959,37.0905021,3,Embu,-0.54203,37.4542503
ID_113625,-0.0778567,34.7728633,10,Majengo Mombasa,-4.0519167,39.6583611
ID_150041,-1.3147461,36.8058894,15,Ruai,-1.2285389,36.9890257
ID_107404,-1.1469845,36.9971535,11,Meru,-1.2770781,36.8146693
ID_093147,-0.0640515,37.662615,8,Kisii,-0.6713333,34.7678889
ID_191534,-0.502181,37.0079909,3,Embu,-0.54203,37.4542503
ID_116119,-1.2948613,36.7402379,15,Ruai,-1.2285389,36.9890257
ID_014964,-1.395579,36.9505805,17,Thika Rd,-1.2420833,36.8763611
ID_160234,-1.1841143,36.9049575,0,Athi River,-1.4275556,36.9704444
ID_102573,-4.2897461,39.5647002,1,Eastlands,-1.3241389,36.867
ID_157378,0.1602171,37.7476482,8,Kisii,-0.6713333,34.7678889
ID_146934,-1.221718,36.7508051,15,Ruai,-1.2285389,36.9890257
ID_040863,-1.1428337,36.9871807,11,Meru,-1.2770781,36.8146693
ID_130247,-0.5247933,37.17764,18,Voi,-3.39025,38.57225
ID_034385,-0.9915086,36.9722788,11,Meru,-1.2770781,36.8146693
ID_135754,-0.6786511,34.7082977,4,Juja,-1.1081111,37.0138611
ID_011522,-1.2898177,36.7505742,15,Ruai,-1.2285389,36.9890257
ID_043243,-0.0202493,37.57306,8,Kisii,-0.6713333,34.7678889
ID_121357,-3.2921876,40.0269349,9,Kisumu1,-0.0879444,34.7596667
ID_150180,-1.389901,36.7470172,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_161996,-1.2838915,36.7491212,15,Ruai,-1.2285389,36.9890257
ID_031706,-1.2377074,36.9176851,0,Athi River,-1.4275556,36.9704444
ID_098841,-1.4827455,36.9602409,17,Thika Rd,-1.2420833,36.8763611
ID_173914,-1.3132859,36.8456219,0,Athi River,-1.4275556,36.9704444
ID_084194,0.585047,35.3078543,2,Eldoret,0.5201846,35.2563265
ID_186944,-1.2015505,36.9113705,0,Athi River,-1.4275556,36.9704444
ID_037859,-1.3107923,36.7908685,15,Ruai,-1.2285389,36.9890257
ID_184300,-4.0499137,39.6608355,1,Eastlands,-1.3241389,36.867
ID_084223,-1.2848816,37.0987757,0,Athi River,-1.4275556,36.9704444
ID_002337,-0.545819,37.4427377,13,Nakuru,-0.2829722,36.1188889
ID_151063,-1.0459793,37.0388058,11,Meru,-1.2770781,36.8146693
ID_090488,0.4869558,35.254426,2,Eldoret,0.5201846,35.2563265
ID_122100,-1.2072363,36.9207683,0,Athi River,-1.4275556,36.9704444
ID_181171,-4.1975457,39.5854934,1,Eastlands,-1.3241389,36.867
ID_072267,-0.432263,36.9650213,3,Embu,-0.54203,37.4542503
ID_020902,-1.3982117,36.6861156,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_068265,-1.1882827,36.9055607,0,Athi River,-1.4275556,36.9704444
ID_076324,-0.5777682,37.6409497,13,Nakuru,-0.2829722,36.1188889
ID_153734,-1.1986929,36.9228629,0,Athi River,-1.4275556,36.9704444
ID_061651,-4.090847998,39.6499842,1,Eastlands,-1.3241389,36.867
ID_062981,-0.2429414,36.0072081,5,Karatina,-0.4731389,37.1262222
ID_047772,-4.0154171,39.6923388,1,Eastlands,-1.3241389,36.867
ID_074628,-4.2869861,39.565621,1,Eastlands,-1.3241389,36.867
ID_167840,-0.5994554,37.1970238,18,Voi,-3.39025,38.57225
ID_065322,-0.2575551,36.1084512,5,Karatina,-0.4731389,37.1262222
ID_049070,-0.5615454,37.3331282,18,Voi,-3.39025,38.57225
ID_096022,-0.68741,37.6482733,13,Nakuru,-0.2829722,36.1188889
